,Year,Month,Best CPH Country (Dep),OnCounty,Best CPH Country (Dest),OffCounty,Movements,Animals
61648,2023,10,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,24,957
61649,2023,10,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,11,91
61650,2023,10,England,LINCOLNSHIRE,England,SHROPSHIRE,4,65
61651,2023,10,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,10,22
61652,2023,10,England,LINCOLNSHIRE,England,STAFFORDSHIRE,6,327
61654,2023,10,England,LINCOLNSHIRE,England,WARWICKSHIRE,11,"1,098"
61655,2023,10,England,LINCOLNSHIRE,Unknown,UNKNOWN,1,8
61656,2023,10,England,LINCOLNSHIRE,Wales,DYFED,1,1
61657,2023,10,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),1,40
61664,2023,10,England,NORFOLK,England,AVON,1,69
61666,2023,10,England,NORFOLK,England,CHESHIRE,1,1
61667,2023,10,England,NORFOLK,England,CORNWALL,2,277
61668,2023,10,England,NORFOLK,England,DERBYSHIRE,2,121
61669,2023,10,England,NORFOLK,England,DEVONSHIRE,1,140
61670,2023,10,England,NORFOLK,England,DURHAM,1,40
61673,2023,10,England,NORFOLK,England,HEREFORD & WORCESTER,2,54
61680,2023,10,England,NORFOLK,England,NORTH YORKSHIRE,7,415
61681,2023,10,England,NORFOLK,England,STAFFORDSHIRE,1,5
61683,2023,10,England,NORFOLK,England,WARWICKSHIRE,1,60
61684,2023,10,England,NORFOLK,Wales,DYFED,5,248
61685,2023,10,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),1,106
61689,2023,10,England,NORTHAMPTONSHIRE,England,CORNWALL,11,"1,557"
61690,2023,10,England,NORTHAMPTONSHIRE,England,CUMBRIA,2,70
61691,2023,10,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,12,306
61692,2023,10,England,NORTHAMPTONSHIRE,England,DEVONSHIRE,1,2
61693,2023,10,England,NORTHAMPTONSHIRE,England,DORSET,8,"2,219"
61694,2023,10,England,NORTHAMPTONSHIRE,England,DURHAM,1,60
61696,2023,10,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,1,64
61697,2023,10,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,6,195
61701,2023,10,England,NORTHAMPTONSHIRE,England,LANCASHIRE,27,382
61706,2023,10,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,4,22
61707,2023,10,England,NORTHAMPTONSHIRE,England,NOTTINGHAMSHIRE,1,8
61709,2023,10,England,NORTHAMPTONSHIRE,England,SOMERSET,10,"1,872"
61710,2023,10,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,8,572
61712,2023,10,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,109,"3,311"
61713,2023,10,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,13,"1,725"
61715,2023,10,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,1,28
61716,2023,10,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,128,"4,618"
61717,2023,10,England,NORTHAMPTONSHIRE,Wales,CLWYD,2,46
61718,2023,10,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,1,53
61719,2023,10,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),4,138
61825,2023,10,England,OXFORDSHIRE,England,CUMBRIA,1,4
61826,2023,10,England,OXFORDSHIRE,England,DERBYSHIRE,3,8
61827,2023,10,England,OXFORDSHIRE,England,DORSET,1,119
61829,2023,10,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,48,"1,633"
61831,2023,10,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,6,570
61837,2023,10,England,OXFORDSHIRE,England,NORTH YORKSHIRE,1,1
61839,2023,10,England,OXFORDSHIRE,England,SOMERSET,3,358
61840,2023,10,England,OXFORDSHIRE,England,STAFFORDSHIRE,3,12
61843,2023,10,England,OXFORDSHIRE,England,WARWICKSHIRE,76,"1,771"
61844,2023,10,England,OXFORDSHIRE,England,WEST MIDLANDS,1,185
61846,2023,10,England,OXFORDSHIRE,England,WILTSHIRE,10,41
61847,2023,10,England,OXFORDSHIRE,Unknown,UNKNOWN,32,768
61848,2023,10,England,OXFORDSHIRE,Wales,CLWYD,1,66
61849,2023,10,England,OXFORDSHIRE,Wales,DYFED,3,100
61850,2023,10,England,OXFORDSHIRE,Wales,MID GLAMORGAN,3,446
61851,2023,10,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),7,"1,100"
61961,2023,10,England,SUFFOLK,England,CUMBRIA,1,22
61965,2023,10,England,SUFFOLK,England,LANCASHIRE,1,36
61969,2023,10,England,SUFFOLK,England,NORTH YORKSHIRE,1,367
61970,2023,10,England,SUFFOLK,England,SOMERSET,2,3
61972,2023,10,England,SUFFOLK,Unknown,UNKNOWN,4,429
61973,2023,10,England,SUFFOLK,Wales,DYFED,1,50
61974,2023,10,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),1,87
61975,2023,10,England,SURREY,England,CORNWALL,1,153
61976,2023,10,England,SURREY,England,CUMBRIA,1,291
61977,2023,10,England,SURREY,England,DORSET,3,166
61979,2023,10,England,SURREY,England,GLOUCESTERSHIRE,1,7
61986,2023,10,England,SURREY,England,SOMERSET,2,38
61989,2023,10,England,SURREY,England,WILTSHIRE,4,26
62025,2023,10,England,WEST SUSSEX,England,AVON,1,1
62027,2023,10,England,WEST SUSSEX,England,CORNWALL,1,5
62028,2023,10,England,WEST SUSSEX,England,CUMBRIA,2,10
62029,2023,10,England,WEST SUSSEX,England,DERBYSHIRE,1,4
62030,2023,10,England,WEST SUSSEX,England,DORSET,19,"1,406"
62038,2023,10,England,WEST SUSSEX,England,SOMERSET,3,34
62042,2023,10,England,WEST SUSSEX,England,WILTSHIRE,9,460
62043,2023,10,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,1
62309,2023,11,England,BEDFORDSHIRE,England,DEVONSHIRE,1,155
62316,2023,11,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,1,1
62319,2023,11,England,BEDFORDSHIRE,England,WARWICKSHIRE,3,21
62322,2023,11,England,BERKSHIRE,England,DORSET,1,4
62323,2023,11,England,BERKSHIRE,England,GLOUCESTERSHIRE,35,"1,173"
62327,2023,11,England,BERKSHIRE,England,WARWICKSHIRE,4,21
62328,2023,11,England,BERKSHIRE,England,WILTSHIRE,8,92
62329,2023,11,England,BERKSHIRE,Wales,DYFED,1,65
62330,2023,11,England,BERKSHIRE,Wales,MID GLAMORGAN,1,218
62331,2023,11,England,BERKSHIRE,Wales,POWYS (NORTH & SOUTH),1,75
62336,2023,11,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,6,337
62342,2023,11,England,BUCKINGHAMSHIRE,England,ISLE OF WIGHT,1,21
62347,2023,11,England,BUCKINGHAMSHIRE,England,SOMERSET,1,25
62348,2023,11,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,2,45
62349,2023,11,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,35,"1,516"
62351,2023,11,England,BUCKINGHAMSHIRE,England,WILTSHIRE,4,429
62352,2023,11,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,29,719
62353,2023,11,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,6,585
62354,2023,11,England,BUCKINGHAMSHIRE,Wales,POWYS (NORTH & SOUTH),2,191
62357,2023,11,England,CAMBRIDGESHIRE,England,DERBYSHIRE,1,4
62364,2023,11,England,CAMBRIDGESHIRE,England,NOTTINGHAMSHIRE,1,38
62366,2023,11,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,2,51
62367,2023,11,England,CAMBRIDGESHIRE,Wales,DYFED,1,60
62368,2023,11,England,CAMBRIDGESHIRE,Wales,GWENT,1,7
62544,2023,11,England,EAST SUSSEX,England,DORSET,7,827
62550,2023,11,England,EAST SUSSEX,England,SOMERSET,2,355
62551,2023,11,England,EAST SUSSEX,England,STAFFORDSHIRE,1,2
62554,2023,11,England,EAST SUSSEX,England,WILTSHIRE,1,320
62555,2023,11,England,EAST SUSSEX,Wales,DYFED,1,1
62556,2023,11,England,EAST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,6
62560,2023,11,England,ESSEX,England,GLOUCESTERSHIRE,2,106
62566,2023,11,England,ESSEX,England,SOMERSET,1,141
62568,2023,11,England,ESSEX,Wales,GWENT,1,3
62620,2023,11,England,HAMPSHIRE,England,CORNWALL,1,6
62621,2023,11,England,HAMPSHIRE,England,DEVONSHIRE,3,3
62622,2023,11,England,HAMPSHIRE,England,DORSET,35,473
62624,2023,11,England,HAMPSHIRE,England,GLOUCESTERSHIRE,8,328
62626,2023,11,England,HAMPSHIRE,England,ISLE OF WIGHT,4,21
62630,2023,11,England,HAMPSHIRE,England,SOMERSET,12,180
62633,2023,11,England,HAMPSHIRE,England,WILTSHIRE,92,"1,774"
62634,2023,11,England,HAMPSHIRE,Wales,DYFED,1,82
62635,2023,11,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),2,292
62673,2023,11,England,HERTFORD,England,DEVONSHIRE,1,30
62676,2023,11,England,HERTFORD,England,HEREFORD & WORCESTER,2,32
62681,2023,11,England,HERTFORD,England,NORTHUMBERLAND,1,2
62683,2023,11,England,HERTFORD,England,SOMERSET,1,1
62687,2023,11,England,HERTFORD,Unknown,UNKNOWN,1,14
62688,2023,11,England,HERTFORD,Wales,DYFED,2,27
62689,2023,11,England,HERTFORD,Wales,MID GLAMORGAN,1,7
62690,2023,11,England,HUMBERSIDE,England,AVON,1,10
62691,2023,11,England,HUMBERSIDE,England,CUMBRIA,3,123
62692,2023,11,England,HUMBERSIDE,England,DURHAM,1,20
62694,2023,11,England,HUMBERSIDE,England,LANCASHIRE,3,73
62696,2023,11,England,HUMBERSIDE,England,NORTH YORKSHIRE,175,"4,008"
62697,2023,11,England,HUMBERSIDE,England,SOUTH YORKSHIRE,12,120
62698,2023,11,England,HUMBERSIDE,England,STAFFORDSHIRE,2,19
62699,2023,11,England,HUMBERSIDE,England,WEST YORKSHIRE,2,13
62710,2023,11,England,KENT,England,CHESHIRE,1,1
62711,2023,11,England,KENT,England,DEVONSHIRE,2,508
62712,2023,11,England,KENT,England,DORSET,1,10
62717,2023,11,England,KENT,England,HEREFORD & WORCESTER,1,442
62718,2023,11,England,KENT,England,ISLE OF WIGHT,1,8
62721,2023,11,England,KENT,England,NORTHUMBERLAND,1,3
62722,2023,11,England,KENT,England,NORTH YORKSHIRE,1,1
62724,2023,11,England,KENT,England,SHROPSHIRE,1,9
62725,2023,11,England,KENT,England,SOMERSET,2,349
62729,2023,11,England,KENT,Wales,DYFED,2,617
62757,2023,11,England,LEICESTER,England,CUMBRIA,2,106
62758,2023,11,England,LEICESTER,England,DERBYSHIRE,66,"2,162"
62759,2023,11,England,LEICESTER,England,DEVONSHIRE,1,1
62762,2023,11,England,LEICESTER,England,HEREFORD & WORCESTER,3,22
62765,2023,11,England,LEICESTER,England,LANCASHIRE,2,47
62770,2023,11,England,LEICESTER,England,NORTH YORKSHIRE,3,8
62771,2023,11,England,LEICESTER,England,NOTTINGHAMSHIRE,10,124
62773,2023,11,England,LEICESTER,England,SHROPSHIRE,13,935
62774,2023,11,England,LEICESTER,England,STAFFORDSHIRE,45,967
62777,2023,11,England,LEICESTER,England,WARWICKSHIRE,57,"3,174"
62778,2023,11,England,LEICESTER,England,WEST MIDLANDS,14,996
62780,2023,11,England,LEICESTER,Unknown,UNKNOWN,26,415
62781,2023,11,England,LEICESTER,Wales,CLWYD,1,11
62782,2023,11,England,LEICESTER,Wales,DYFED,3,165
62783,2023,11,England,LEICESTER,Wales,GWENT,1,8
62784,2023,11,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),19,741
62786,2023,11,England,LINCOLNSHIRE,England,CUMBRIA,2,30
62787,2023,11,England,LINCOLNSHIRE,England,DERBYSHIRE,15,654
62788,2023,11,England,LINCOLNSHIRE,England,GLOUCESTERSHIRE,1,1
62789,2023,11,England,LINCOLNSHIRE,England,HEREFORD & WORCESTER,1,3
62791,2023,11,England,LINCOLNSHIRE,England,LANCASHIRE,2,101
62796,2023,11,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,21,"1,159"
62797,2023,11,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,9,43
62799,2023,11,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,6,26
62800,2023,11,England,LINCOLNSHIRE,England,STAFFORDSHIRE,12,736
62801,2023,11,England,LINCOLNSHIRE,England,WARWICKSHIRE,8,"1,334"
62802,2023,11,England,LINCOLNSHIRE,England,WEST YORKSHIRE,2,28
62803,2023,11,England,LINCOLNSHIRE,Unknown,UNKNOWN,2,43
62804,2023,11,England,LINCOLNSHIRE,Wales,CLWYD,1,377
62805,2023,11,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),3,226
62815,2023,11,England,NORFOLK,England,CUMBRIA,1,9
62817,2023,11,England,NORFOLK,England,HEREFORD & WORCESTER,1,2
62821,2023,11,England,NORFOLK,England,NORTH YORKSHIRE,6,385
62823,2023,11,England,NORFOLK,Wales,DYFED,1,37
62824,2023,11,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),1,166
62828,2023,11,England,NORTHAMPTONSHIRE,England,CHESHIRE,1,12
62829,2023,11,England,NORTHAMPTONSHIRE,England,CORNWALL,11,"1,262"
62830,2023,11,England,NORTHAMPTONSHIRE,England,CUMBRIA,1,3
62831,2023,11,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,4,223
62832,2023,11,England,NORTHAMPTONSHIRE,England,DEVONSHIRE,1,176
62833,2023,11,England,NORTHAMPTONSHIRE,England,DORSET,7,"1,110"
62836,2023,11,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,4,111
62839,2023,11,England,NORTHAMPTONSHIRE,England,LANCASHIRE,18,230
62844,2023,11,England,NORTHAMPTONSHIRE,England,NOTTINGHAMSHIRE,1,5
62846,2023,11,England,NORTHAMPTONSHIRE,England,SOMERSET,11,"1,942"
62847,2023,11,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,1,10
62848,2023,11,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,16,733
62851,2023,11,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,79,"2,036"
62852,2023,11,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,21,"2,762"
62853,2023,11,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,101,"3,295"
62854,2023,11,England,NORTHAMPTONSHIRE,Wales,CLWYD,2,182
62855,2023,11,England,NORTHAMPTONSHIRE,Wales,DYFED,1,5
62856,2023,11,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,2,487
62857,2023,11,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),5,147
62950,2023,11,England,OXFORDSHIRE,England,CHESHIRE,1,31
62951,2023,11,England,OXFORDSHIRE,England,CORNWALL,1,11
62952,2023,11,England,OXFORDSHIRE,England,DERBYSHIRE,2,51
62953,2023,11,England,OXFORDSHIRE,England,DEVONSHIRE,1,1
62954,2023,11,England,OXFORDSHIRE,England,DORSET,1,392
62957,2023,11,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,63,"2,262"
62959,2023,11,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,10,148
62965,2023,11,England,OXFORDSHIRE,England,NORTH YORKSHIRE,1,1
62966,2023,11,England,OXFORDSHIRE,England,NOTTINGHAMSHIRE,1,2
62968,2023,11,England,OXFORDSHIRE,England,SHROPSHIRE,1,6
62969,2023,11,England,OXFORDSHIRE,England,STAFFORDSHIRE,2,7
62971,2023,11,England,OXFORDSHIRE,England,WARWICKSHIRE,65,"1,432"
62972,2023,11,England,OXFORDSHIRE,England,WEST MIDLANDS,2,621
62973,2023,11,England,OXFORDSHIRE,England,WILTSHIRE,6,32
62974,2023,11,England,OXFORDSHIRE,Unknown,UNKNOWN,37,"1,179"
62975,2023,11,England,OXFORDSHIRE,Wales,CLWYD,1,2
62976,2023,11,England,OXFORDSHIRE,Wales,DYFED,2,113
62977,2023,11,England,OXFORDSHIRE,Wales,MID GLAMORGAN,2,355
62978,2023,11,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),5,455
63084,2023,11,England,SUFFOLK,England,CUMBRIA,2,490
63086,2023,11,England,SUFFOLK,England,HEREFORD & WORCESTER,2,410
63092,2023,11,England,SUFFOLK,England,SOUTH YORKSHIRE,1,1
63094,2023,11,England,SUFFOLK,Unknown,UNKNOWN,3,293
63095,2023,11,England,SUFFOLK,Wales,DYFED,2,126
63096,2023,11,England,SUFFOLK,Wales,GWENT,1,6
63097,2023,11,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),2,788
63099,2023,11,England,SURREY,England,CHESHIRE,1,1
63100,2023,11,England,SURREY,England,CUMBRIA,2,56
63101,2023,11,England,SURREY,England,DORSET,4,257
63112,2023,11,England,SURREY,Wales,DYFED,1,160
63148,2023,11,England,WEST SUSSEX,England,DORSET,32,"2,064"
63153,2023,11,England,WEST SUSSEX,England,NORTH YORKSHIRE,1,2
63154,2023,11,England,WEST SUSSEX,England,SOMERSET,1,25
63155,2023,11,England,WEST SUSSEX,England,STAFFORDSHIRE,1,6
63158,2023,11,England,WEST SUSSEX,England,WILTSHIRE,10,459
63408,2023,12,England,BEDFORDSHIRE,England,DERBYSHIRE,1,21
63414,2023,12,England,BEDFORDSHIRE,England,WARWICKSHIRE,1,15
63415,2023,12,England,BEDFORDSHIRE,Unknown,UNKNOWN,1,81
63416,2023,12,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),3,324
63419,2023,12,England,BERKSHIRE,England,GLOUCESTERSHIRE,16,695
63421,2023,12,England,BERKSHIRE,England,NORTH YORKSHIRE,1,7
63423,2023,12,England,BERKSHIRE,England,WILTSHIRE,8,60
63424,2023,12,England,BERKSHIRE,Wales,MID GLAMORGAN,5,680
63429,2023,12,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,3,48
63433,2023,12,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,1,24
63440,2023,12,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,5,96
63441,2023,12,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,23,"1,225"
63442,2023,12,England,BUCKINGHAMSHIRE,England,WEST MIDLANDS,1,25
63443,2023,12,England,BUCKINGHAMSHIRE,England,WILTSHIRE,1,5
63444,2023,12,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,15,872
63445,2023,12,England,BUCKINGHAMSHIRE,Wales,DYFED,1,11
63446,2023,12,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,5,532
63447,2023,12,England,BUCKINGHAMSHIRE,Wales,POWYS (NORTH & SOUTH),4,413
63448,2023,12,England,CAMBRIDGESHIRE,England,AVON,1,2
63453,2023,12,England,CAMBRIDGESHIRE,England,HEREFORD & WORCESTER,1,5
63458,2023,12,England,CAMBRIDGESHIRE,England,SHROPSHIRE,1,75
63459,2023,12,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,5,267
63611,2023,12,England,EAST SUSSEX,England,DORSET,8,419
63627,2023,12,England,ESSEX,Unknown,UNKNOWN,6,617
63628,2023,12,England,ESSEX,Wales,POWYS (NORTH & SOUTH),1,10
63673,2023,12,England,HAMPSHIRE,England,CORNWALL,3,426
63674,2023,12,England,HAMPSHIRE,England,DORSET,24,"1,182"
63675,2023,12,England,HAMPSHIRE,England,GLOUCESTERSHIRE,5,261
63677,2023,12,England,HAMPSHIRE,England,ISLE OF WIGHT,2,4
63681,2023,12,England,HAMPSHIRE,England,SOMERSET,9,529
63684,2023,12,England,HAMPSHIRE,England,WILTSHIRE,35,"1,144"
63685,2023,12,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),4,471
63731,2023,12,England,HERTFORD,Unknown,UNKNOWN,1,18
63732,2023,12,England,HERTFORD,Wales,MID GLAMORGAN,3,170
63733,2023,12,England,HUMBERSIDE,England,CUMBRIA,4,141
63734,2023,12,England,HUMBERSIDE,England,DERBYSHIRE,1,31
63736,2023,12,England,HUMBERSIDE,England,LANCASHIRE,5,150
63738,2023,12,England,HUMBERSIDE,England,NORTH YORKSHIRE,103,"3,294"
63739,2023,12,England,HUMBERSIDE,England,SOUTH YORKSHIRE,7,144
63740,2023,12,England,HUMBERSIDE,England,WEST YORKSHIRE,1,20
63752,2023,12,England,KENT,England,HEREFORD & WORCESTER,1,336
63756,2023,12,England,KENT,England,SOMERSET,2,"1,019"
63759,2023,12,England,KENT,Wales,DYFED,1,866
63781,2023,12,England,LEICESTER,England,DERBYSHIRE,39,"2,035"
63783,2023,12,England,LEICESTER,England,GLOUCESTERSHIRE,1,1
63784,2023,12,England,LEICESTER,England,HEREFORD & WORCESTER,3,300
63789,2023,12,England,LEICESTER,England,NORTH YORKSHIRE,4,335
63790,2023,12,England,LEICESTER,England,NOTTINGHAMSHIRE,7,221
63791,2023,12,England,LEICESTER,England,SHROPSHIRE,3,375
63792,2023,12,England,LEICESTER,England,STAFFORDSHIRE,32,"1,131"
63794,2023,12,England,LEICESTER,England,WARWICKSHIRE,66,"4,291"
63795,2023,12,England,LEICESTER,England,WEST MIDLANDS,22,"1,051"
63796,2023,12,England,LEICESTER,England,WEST YORKSHIRE,2,61
63797,2023,12,England,LEICESTER,Unknown,UNKNOWN,29,472
63798,2023,12,England,LEICESTER,Wales,CLWYD,2,75
63799,2023,12,England,LEICESTER,Wales,DYFED,2,166
63800,2023,12,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),17,817
63802,2023,12,England,LINCOLNSHIRE,England,CUMBRIA,1,356
63803,2023,12,England,LINCOLNSHIRE,England,DERBYSHIRE,8,543
63805,2023,12,England,LINCOLNSHIRE,England,GREATER MANCHESTER,1,1
63811,2023,12,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,26,"1,624"
63812,2023,12,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,1,28
63813,2023,12,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,3,6
63814,2023,12,England,LINCOLNSHIRE,England,STAFFORDSHIRE,8,621
63816,2023,12,England,LINCOLNSHIRE,England,WARWICKSHIRE,12,"1,385"
63817,2023,12,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),5,591
63825,2023,12,England,NORFOLK,England,CUMBRIA,1,7
63826,2023,12,England,NORFOLK,England,DERBYSHIRE,1,50
63835,2023,12,England,NORFOLK,England,NORTH YORKSHIRE,7,622
63836,2023,12,England,NORFOLK,England,STAFFORDSHIRE,1,74
63839,2023,12,England,NORFOLK,Wales,MID GLAMORGAN,1,93
63840,2023,12,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),4,781
63844,2023,12,England,NORTHAMPTONSHIRE,England,CHESHIRE,4,611
63845,2023,12,England,NORTHAMPTONSHIRE,England,CORNWALL,9,"1,108"
63846,2023,12,England,NORTHAMPTONSHIRE,England,CUMBRIA,1,52
63847,2023,12,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,5,256
63848,2023,12,England,NORTHAMPTONSHIRE,England,DORSET,7,"1,819"
63850,2023,12,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,17,876
63851,2023,12,England,NORTHAMPTONSHIRE,England,LANCASHIRE,13,243
63856,2023,12,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,1,37
63858,2023,12,England,NORTHAMPTONSHIRE,England,SOMERSET,7,"1,530"
63859,2023,12,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,17,"1,409"
63860,2023,12,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,62,"2,274"
63861,2023,12,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,13,"1,617"
63862,2023,12,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,1,118
63863,2023,12,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,79,"2,907"
63864,2023,12,England,NORTHAMPTONSHIRE,Wales,CLWYD,3,305
63865,2023,12,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,3,403
63866,2023,12,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),3,181
63936,2023,12,England,OXFORDSHIRE,England,CUMBRIA,1,8
63938,2023,12,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,36,"1,120"
63940,2023,12,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,14,551
63941,2023,12,England,OXFORDSHIRE,England,ISLE OF WIGHT,1,5
63947,2023,12,England,OXFORDSHIRE,England,SHROPSHIRE,3,677
63948,2023,12,England,OXFORDSHIRE,England,WARWICKSHIRE,47,"1,710"
63949,2023,12,England,OXFORDSHIRE,England,WILTSHIRE,10,69
63950,2023,12,England,OXFORDSHIRE,Unknown,UNKNOWN,29,983
63951,2023,12,England,OXFORDSHIRE,Wales,CLWYD,1,2
63952,2023,12,England,OXFORDSHIRE,Wales,DYFED,1,30
63953,2023,12,England,OXFORDSHIRE,Wales,MID GLAMORGAN,5,789
63954,2023,12,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),2,142
64030,2023,12,England,SUFFOLK,England,CUMBRIA,1,10
64031,2023,12,England,SUFFOLK,England,DURHAM,1,3
64039,2023,12,England,SUFFOLK,England,WARWICKSHIRE,1,94
64040,2023,12,England,SUFFOLK,Unknown,UNKNOWN,8,635
64041,2023,12,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),3,452
64043,2023,12,England,SURREY,England,CORNWALL,3,385
64044,2023,12,England,SURREY,England,CUMBRIA,1,27
64050,2023,12,England,SURREY,England,ISLE OF WIGHT,1,11
64056,2023,12,England,SURREY,England,WILTSHIRE,1,23
64057,2023,12,England,SURREY,Unknown,UNKNOWN,1,76
64089,2023,12,England,WEST SUSSEX,England,DORSET,16,"1,916"
64097,2023,12,England,WEST SUSSEX,England,WILTSHIRE,2,79
64098,2023,12,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,208
